model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
GLM_1_AutoML_1_20221211_154324,0.8223910164243744,0.4389195101595205,0.60634246014719,0.246424688266473,0.3787161034382309,0.1434258870034368,818,0.014281,GLM
DeepLearning_1_AutoML_1_20221211_154324,0.797426830576174,0.4690976639706944,0.5447228873861586,0.2633100908280023,0.3943982525984128,0.1555499816526814,1292,0.028945,DeepLearning
