model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
GLM_1_AutoML_1_20221211_152202,0.8223910164243744,0.4389195101595205,0.60634246014719,0.246424688266473,0.3787161034382309,0.1434258870034368,574,0.010058,GLM
XGBoost_3_AutoML_1_20221211_152202,0.8183546765042599,0.5060552434602246,0.6112054442506608,0.2592427977152184,0.4149041767211653,0.1721454758606679,617,0.013895,XGBoost
XGBoost_1_AutoML_1_20221211_152202,0.809559610181595,0.5177717462278723,0.5985328942779423,0.2654894571681926,0.4175809576823117,0.1743738562188765,932,0.009695,XGBoost
XGBoost_2_AutoML_1_20221211_152202,0.8007817642971053,0.5299853685006944,0.5806207617201169,0.264297977230657,0.4204561114164119,0.1767833416274102,739,0.009768,XGBoost
